N,P,K,Soil_pH,Soil_Moisture,Soil_Type,Organic_Carbon,Temperature,Humidity,Rainfall,Sunlight_Hours,Wind_Speed,Region,Altitude,Season,Crop_Type,Irrigation_Type,Fertilizer_Used,Pesticide_Used,Crop_Yield_ton_per_hectare
49,62,58,5.78,26.89,Sandy,1.03,11.68,48.79,1607.39,8.89,14.53,North,1575,Zaid,Wheat,Sprinkler,69.17,25.0,6.37
151,49,149,6.83,63.98,Sandy,1.2,10.71,71.69,2191.16,4.17,17.36,North,1005,Kharif,Potato,Canal,318.43,9.57,27.67
90,68,62,7.96,34.96,Sandy,0.76,16.3,73.25,1159.27,8.11,15.68,North,955,Rabi,Sugarcane,Canal,293.95,4.28,75.27
152,95,27,7.94,30.84,Silt,0.79,11.56,57.03,2268.91,9.77,6.6,South,1364,Zaid,Maize,Sprinkler,291.34,21.62,11.25
111,85,115,7.19,35.92,Sandy,0.44,21.13,52.74,2340.34,7.74,12.86,Central,565,Zaid,Maize,Canal,136.0,4.69,11.11
91,30,84,7.88,20.79,Silt,1.58,21.53,40.63,2777.73,5.79,15.72,East,599,Zaid,Maize,Canal,99.37,13.98,8.0
174,67,98,8.08,24.8,Silt,1.1,39.16,32.46,1380.78,4.14,14.77,West,1465,Rabi,Maize,Rainfed,234.2,10.45,9.04
32,54,87,7.5,40.45,Sandy,0.99,19.19,65.12,1489.49,4.07,11.59,East,1028,Rabi,Rice,Drip,197.08,23.63,5.61
42,34,111,6.19,54.94,Silt,0.57,27.97,50.88,2257.22,9.75,9.56,North,1062,Kharif,Rice,Rainfed,131.1,23.0,9.89
149,83,29,6.44,58.82,Sandy,0.93,34.56,58.6,2469.95,8.4,2.42,Central,1644,Kharif,Cotton,Canal,285.03,16.34,11.72
154,59,94,7.97,58.3,Loamy,0.88,25.39,84.05,1563.08,7.19,6.45,South,587,Rabi,Sugarcane,Sprinkler,102.65,21.62,73.22
118,20,80,7.08,62.24,Clay,0.64,30.9,70.06,354.31,7.54,11.29,North,384,Rabi,Rice,Drip,298.45,5.65,10.22
102,83,66,7.59,21.29,Loamy,0.88,39.23,76.73,1445.09,7.72,10.83,West,659,Kharif,Wheat,Rainfed,331.9,11.81,9.0
97,63,22,5.19,17.05,Clay,0.56,19.72,40.79,863.11,6.51,13.74,North,1476,Rabi,Maize,Sprinkler,275.38,24.09,8.72
171,53,122,5.46,20.29,Silt,1.22,12.23,30.09,541.73,9.81,15.89,West,2139,Rabi,Sugarcane,Canal,254.97,9.44,74.75
130,16,36,5.97,45.04,Silt,1.48,22.91,38.12,1148.1,10.96,10.55,North,1499,Rabi,Wheat,Canal,161.74,15.99,7.54
127,53,41,5.44,42.81,Sandy,0.3,26.22,76.08,1279.8,7.58,11.93,Central,2137,Rabi,Sugarcane,Drip,109.0,6.51,73.91
40,35,135,7.88,48.56,Loamy,1.02,27.4,56.63,2754.13,7.45,8.24,East,1041,Zaid,Sugarcane,Rainfed,124.23,14.31,74.25
134,54,110,5.54,33.55,Loamy,1.25,32.16,42.83,1438.11,10.49,2.0,South,534,Rabi,Potato,Rainfed,161.16,10.73,25.95
96,96,123,6.69,34.58,Silt,1.48,36.94,87.71,2718.93,8.64,6.56,North,1979,Kharif,Sugarcane,Rainfed,192.52,1.34,75.36
152,68,22,5.09,42.28,Loamy,0.77,25.0,59.2,2130.98,8.47,10.17,South,1578,Rabi,Maize,Canal,323.58,18.01,11.66
58,26,71,5.33,18.95,Clay,1.48,14.3,52.14,932.72,4.43,9.38,East,455,Kharif,Potato,Sprinkler,185.75,5.04,23.1
166,95,130,5.64,54.99,Silt,1.37,22.1,88.63,2054.91,7.43,10.57,West,827,Rabi,Potato,Rainfed,323.66,15.24,28.19
105,51,61,8.14,61.14,Sandy,0.98,14.66,38.02,1306.64,8.21,11.63,East,49,Zaid,Potato,Rainfed,129.98,15.74,25.64
38,52,149,7.51,34.37,Sandy,0.63,15.47,65.97,1748.19,9.73,2.17,East,2015,Kharif,Rice,Rainfed,295.91,18.47,10.6
69,29,58,7.09,51.98,Silt,1.15,10.05,74.94,1598.16,9.13,1.21,Central,2084,Kharif,Cotton,Rainfed,244.73,12.11,7.89
54,21,65,7.92,42.44,Silt,0.64,37.89,86.45,2629.54,10.93,4.87,East,696,Kharif,Sugarcane,Drip,117.09,20.64,72.41
34,92,67,8.05,26.8,Sandy,0.75,32.36,80.04,624.27,4.55,10.15,West,404,Zaid,Sugarcane,Sprinkler,96.87,9.88,71.07
168,64,46,6.34,18.39,Clay,0.91,13.01,47.36,1409.84,7.83,6.78,East,1422,Kharif,Rice,Sprinkler,61.13,9.44,6.74
153,79,34,5.91,27.29,Loamy,0.95,37.6,45.62,502.92,4.78,10.89,North,1368,Rabi,Rice,Sprinkler,158.34,11.07,7.56
67,81,26,5.87,45.25,Silt,0.55,36.11,35.86,936.85,9.63,11.85,North,966,Kharif,Maize,Rainfed,132.42,21.88,9.16
101,58,128,4.92,17.01,Silt,1.2,37.3,40.05,492.1,8.03,3.97,South,927,Zaid,Wheat,Rainfed,334.06,18.24,8.78
162,45,61,5.75,56.81,Clay,1.59,12.92,73.81,2646.74,5.92,10.98,Central,114,Zaid,Maize,Canal,275.61,15.59,13.06
119,57,28,6.01,63.52,Sandy,0.62,12.4,47.35,1087.22,7.08,17.93,South,1070,Rabi,Rice,Canal,84.78,17.58,9.28
175,91,124,4.93,19.18,Silt,1.02,12.03,56.51,2253.23,10.52,17.36,North,425,Zaid,Sugarcane,Canal,269.26,19.04,75.12
66,62,95,7.8,27.33,Clay,0.89,39.01,71.42,2171.35,9.46,7.01,East,1002,Rabi,Sugarcane,Drip,136.29,15.85,74.78
89,96,49,7.68,48.78,Silt,0.7,29.81,69.9,650.98,7.72,4.46,West,90,Kharif,Potato,Sprinkler,290.55,11.65,26.69
57,95,103,5.66,55.3,Clay,0.85,15.34,77.59,652.63,9.61,16.41,West,470,Rabi,Sugarcane,Sprinkler,192.12,5.65,74.2
110,95,145,7.53,32.3,Clay,1.25,37.87,33.5,1244.87,4.21,13.78,Central,1125,Zaid,Cotton,Rainfed,122.93,23.1,3.95
143,75,103,7.51,40.76,Sandy,0.84,23.29,64.33,1721.46,10.28,5.03,East,1816,Zaid,Cotton,Sprinkler,303.54,18.02,7.88
69,89,73,5.94,59.59,Loamy,0.96,33.56,83.53,1366.81,9.26,6.64,South,813,Kharif,Wheat,Sprinkler,338.57,6.08,11.16
74,98,129,7.17,34.22,Sandy,0.92,29.09,52.39,2219.89,9.58,8.33,South,850,Kharif,Wheat,Rainfed,201.76,22.13,7.44
91,24,46,5.79,19.08,Clay,1.02,29.49,41.49,1639.86,7.75,7.64,East,1728,Zaid,Sugarcane,Sprinkler,178.73,18.3,74.4
122,43,103,5.04,64.74,Loamy,0.68,23.19,34.13,2504.62,8.86,11.45,North,319,Kharif,Wheat,Sprinkler,248.07,15.22,9.84
144,62,26,6.52,24.01,Loamy,0.96,21.85,86.39,1781.0,8.49,13.3,South,1471,Kharif,Wheat,Sprinkler,130.76,10.6,9.41
96,95,123,6.29,17.44,Sandy,0.48,14.86,30.23,1780.92,9.69,16.29,East,801,Zaid,Sugarcane,Rainfed,331.58,12.0,74.58
85,76,91,5.27,35.53,Sandy,1.26,12.12,77.52,1949.2,8.93,4.0,West,1219,Kharif,Rice,Drip,246.19,12.04,10.28
69,27,21,6.47,21.07,Silt,0.44,37.84,45.87,1807.51,7.52,7.22,Central,1552,Kharif,Rice,Sprinkler,273.6,14.61,8.74
127,58,69,8.03,63.94,Loamy,1.32,38.1,44.55,1830.29,4.6,13.75,Central,332,Zaid,Cotton,Canal,288.02,8.86,7.53
69,61,37,7.29,34.04,Clay,1.37,29.24,39.45,1424.27,10.96,12.83,Central,322,Rabi,Cotton,Drip,292.09,10.69,6.37
120,78,35,7.31,56.29,Silt,0.32,21.64,41.63,526.37,6.47,16.28,North,1080,Zaid,Maize,Drip,276.68,8.69,9.34
62,67,71,7.38,23.83,Silt,1.38,10.75,60.84,1222.27,9.32,13.06,Central,68,Rabi,Maize,Rainfed,141.88,24.31,8.96
35,91,103,7.33,21.94,Silt,1.14,23.43,82.53,2220.76,8.28,2.96,West,521,Rabi,Potato,Drip,251.98,11.92,27.2
176,90,115,4.87,47.46,Silt,0.43,29.77,52.05,394.97,10.84,13.24,South,123,Zaid,Rice,Canal,236.31,18.66,9.03
109,58,61,7.94,60.47,Sandy,1.6,19.01,74.73,2026.58,10.75,1.51,Central,1287,Kharif,Cotton,Rainfed,326.0,10.74,9.84
121,42,132,7.62,20.73,Loamy,1.1,20.27,44.8,2752.14,7.04,10.55,East,1983,Zaid,Wheat,Rainfed,275.83,21.16,10.08
126,16,143,5.73,44.46,Silt,0.82,24.17,84.25,1389.91,9.97,12.39,North,839,Rabi,Rice,Rainfed,222.24,7.96,9.45
88,71,34,6.68,19.25,Loamy,1.45,24.85,84.84,831.03,4.84,15.03,North,1478,Zaid,Cotton,Rainfed,327.61,7.26,7.06
88,71,109,6.89,55.61,Clay,0.35,32.29,36.5,357.52,5.48,11.21,Central,643,Rabi,Cotton,Rainfed,310.01,1.05,9.43
77,48,61,5.25,60.47,Loamy,1.23,24.99,80.33,2436.88,8.01,11.8,West,727,Rabi,Sugarcane,Canal,145.09,11.7,75.11
42,72,64,5.66,46.44,Sandy,0.49,35.36,72.11,668.47,5.48,3.59,North,1427,Zaid,Maize,Drip,328.04,18.84,10.41
136,66,113,4.88,49.42,Loamy,1.02,24.48,53.63,407.87,4.83,2.06,North,29,Zaid,Rice,Rainfed,194.59,6.4,9.65
74,43,126,7.74,17.77,Clay,0.42,10.96,80.09,1513.6,5.42,2.73,West,927,Rabi,Rice,Rainfed,139.69,8.64,8.17
118,49,41,4.88,18.65,Clay,1.18,14.24,84.21,1254.33,6.33,4.91,North,478,Kharif,Wheat,Sprinkler,109.09,4.76,3.81
129,89,147,5.88,23.98,Silt,0.9,31.54,59.78,2699.52,10.88,8.6,West,48,Rabi,Cotton,Sprinkler,258.55,2.64,9.89
36,62,57,5.07,28.69,Clay,0.31,23.56,60.53,1456.31,4.62,7.68,North,1633,Zaid,Maize,Rainfed,246.82,22.02,9.2
162,47,116,7.46,52.99,Silt,0.39,23.84,72.26,2388.58,4.6,6.12,North,1518,Kharif,Maize,Sprinkler,233.61,14.22,12.15
74,89,120,7.94,36.77,Sandy,1.21,39.34,44.65,2629.99,4.31,16.1,South,765,Rabi,Wheat,Sprinkler,299.39,21.9,11.39
87,87,26,6.71,18.91,Sandy,0.82,27.14,34.61,760.61,5.68,2.5,East,962,Zaid,Wheat,Drip,344.93,0.55,10.08
60,92,63,5.27,57.63,Sandy,1.17,13.51,61.72,1165.82,4.78,3.45,North,1822,Kharif,Cotton,Canal,98.36,0.21,5.32
52,23,95,6.7,64.69,Loamy,0.81,23.01,49.22,2608.2,4.31,8.39,Central,1583,Kharif,Rice,Drip,299.71,14.16,12.96
167,62,26,7.42,37.75,Clay,0.77,26.84,37.37,1689.66,7.12,3.2,South,1967,Rabi,Rice,Drip,268.56,12.79,12.18
136,81,79,7.24,40.59,Clay,1.41,11.12,38.41,1106.72,9.63,3.64,North,1359,Zaid,Sugarcane,Sprinkler,193.79,8.36,77.4
68,97,20,7.32,18.93,Clay,1.41,20.94,42.78,1601.28,4.7,17.44,West,91,Rabi,Rice,Sprinkler,160.24,9.69,6.18
111,50,81,5.75,34.15,Silt,1.5,39.03,50.27,2127.92,4.74,9.4,Central,1105,Rabi,Wheat,Rainfed,240.75,0.67,8.54
129,85,106,5.05,33.59,Silt,1.37,32.54,56.21,1845.86,9.68,2.78,East,1965,Zaid,Rice,Canal,269.63,19.36,9.43
31,58,108,5.31,63.29,Sandy,0.47,21.16,87.39,2633.98,6.29,1.88,North,2085,Rabi,Maize,Sprinkler,203.89,10.33,13.79
106,96,37,8.05,48.02,Clay,0.39,17.86,59.11,2707.45,7.5,13.49,North,743,Rabi,Potato,Sprinkler,133.63,18.27,25.65
41,74,127,6.89,54.11,Loamy,0.38,18.49,84.8,2078.65,9.47,7.54,East,2103,Kharif,Potato,Sprinkler,268.93,23.43,26.65
68,77,134,7.27,21.42,Loamy,1.57,34.85,62.78,1959.28,6.86,5.84,North,667,Rabi,Cotton,Drip,97.15,0.22,6.52
42,19,73,7.86,35.85,Sandy,0.95,22.05,39.49,333.9,4.14,12.69,West,945,Zaid,Sugarcane,Canal,116.09,18.45,71.25
75,90,86,7.7,24.58,Silt,0.45,35.3,80.58,2259.24,6.91,12.88,West,489,Kharif,Rice,Rainfed,233.86,22.0,8.76
142,54,112,5.54,58.01,Silt,1.01,37.26,30.99,1548.6,10.21,7.13,North,1322,Zaid,Sugarcane,Drip,190.82,21.48,75.12
46,33,78,5.0,22.62,Silt,1.22,23.93,63.82,2486.6,4.86,17.16,East,1058,Rabi,Sugarcane,Canal,236.35,22.94,74.96
133,61,88,7.95,36.94,Sandy,0.42,38.36,50.51,2632.77,8.73,7.8,North,1644,Kharif,Wheat,Sprinkler,294.51,4.37,9.89
127,79,117,8.14,17.68,Sandy,0.75,19.0,56.29,1222.51,7.48,7.45,North,1396,Kharif,Rice,Canal,290.59,2.27,9.63
117,81,27,6.73,46.71,Clay,0.54,17.8,77.85,2563.66,7.72,14.22,South,1206,Zaid,Maize,Sprinkler,228.73,0.14,12.22
138,32,74,7.82,39.1,Clay,1.57,13.22,30.33,1948.92,9.81,14.87,East,400,Zaid,Cotton,Drip,310.83,14.14,7.15
99,64,148,5.59,39.9,Clay,0.71,17.37,40.94,1370.25,9.5,5.88,Central,2068,Rabi,Rice,Sprinkler,154.87,20.65,8.21
103,44,75,5.18,20.08,Loamy,1.2,33.18,78.76,426.93,10.89,12.71,East,2005,Rabi,Wheat,Canal,212.46,17.94,6.46
92,80,123,6.5,40.7,Loamy,1.49,22.11,62.73,2155.38,5.18,11.87,West,2198,Kharif,Rice,Rainfed,247.1,18.91,11.34
89,19,133,7.56,43.19,Clay,1.42,14.44,45.5,2533.02,5.78,1.57,West,30,Kharif,Wheat,Sprinkler,189.06,6.96,8.74
108,56,107,7.03,63.14,Loamy,0.81,13.21,59.87,1755.77,9.23,4.32,North,1067,Rabi,Wheat,Canal,326.74,22.49,13.1
66,98,127,6.97,16.66,Loamy,0.7,24.71,54.17,1307.16,9.87,2.71,North,2119,Rabi,Maize,Drip,344.75,21.23,11.69
51,19,42,4.86,61.14,Silt,1.35,26.18,76.12,1428.67,9.75,16.05,West,1101,Zaid,Wheat,Drip,61.59,1.95,5.52
177,64,120,5.88,38.98,Silt,0.57,33.84,75.39,2070.17,7.2,17.25,East,1145,Zaid,Sugarcane,Sprinkler,295.66,21.31,75.05
125,99,75,7.99,25.51,Sandy,1.23,31.44,57.79,795.67,4.76,15.02,West,1600,Zaid,Maize,Sprinkler,349.17,20.59,11.18
97,72,127,5.26,48.28,Silt,1.39,15.01,46.55,811.01,6.57,6.29,West,41,Kharif,Potato,Canal,311.48,12.27,26.2
46,93,114,7.27,40.85,Clay,1.4,18.31,30.72,1167.59,5.96,15.62,North,345,Kharif,Sugarcane,Canal,316.51,17.29,75.59
41,98,25,7.38,26.34,Silt,0.31,30.81,58.35,374.54,7.58,1.99,West,1130,Kharif,Maize,Drip,314.42,4.7,10.47
179,22,49,7.29,46.34,Loamy,0.95,15.42,65.55,1972.35,5.15,12.65,East,2078,Rabi,Cotton,Rainfed,83.14,21.15,6.78
174,45,148,8.16,38.66,Loamy,0.76,34.1,66.33,1420.6,8.47,3.11,North,1626,Rabi,Potato,Drip,109.69,20.51,22.75
167,26,70,6.19,49.45,Clay,1.57,29.72,82.08,2534.29,10.76,1.21,Central,1435,Rabi,Maize,Drip,159.43,22.38,11.0
147,35,125,7.12,49.45,Clay,1.01,26.09,58.05,1917.57,9.15,3.98,South,2078,Zaid,Sugarcane,Rainfed,120.62,0.58,72.84
51,76,108,5.46,38.64,Silt,0.86,29.33,73.23,2061.78,10.89,17.38,North,330,Zaid,Wheat,Drip,215.52,21.04,9.8
149,47,146,6.16,34.54,Silt,0.62,12.99,37.63,1979.65,8.98,13.82,North,1117,Zaid,Wheat,Canal,135.71,2.66,9.11
79,40,65,6.47,18.16,Silt,1.4,26.44,75.84,1344.79,9.19,9.81,West,2060,Zaid,Wheat,Drip,107.0,5.73,6.21
43,54,140,5.53,39.69,Sandy,0.72,23.54,56.71,2631.79,7.72,16.93,East,605,Zaid,Maize,Rainfed,114.5,1.16,10.28
58,79,118,7.88,27.16,Sandy,1.37,25.39,71.66,2585.91,10.64,8.07,North,136,Rabi,Maize,Canal,275.61,3.37,10.62
154,73,88,7.24,17.66,Clay,1.46,20.13,80.11,1506.29,6.52,1.68,West,1066,Rabi,Sugarcane,Canal,112.67,15.36,73.97
36,29,82,5.76,31.52,Silt,0.38,24.05,45.24,2248.34,9.35,11.11,Central,687,Kharif,Cotton,Sprinkler,204.37,4.2,6.01
58,15,69,5.26,19.37,Loamy,0.96,36.5,70.0,2762.76,4.01,15.08,North,816,Kharif,Cotton,Canal,319.48,20.62,7.99
168,25,31,5.78,43.99,Sandy,0.85,20.35,37.39,1128.09,9.66,5.86,Central,511,Rabi,Potato,Sprinkler,217.18,7.99,25.18
62,69,88,6.92,40.18,Clay,0.81,11.35,36.7,1862.13,6.06,6.39,East,2060,Kharif,Potato,Sprinkler,116.84,11.37,25.57
163,16,92,7.61,54.62,Sandy,0.78,17.69,47.02,1723.89,4.59,12.42,North,1920,Kharif,Maize,Canal,183.2,21.4,9.78
140,79,63,6.51,28.38,Silt,0.99,23.63,37.86,1651.93,9.07,14.68,North,1067,Kharif,Rice,Sprinkler,263.7,10.03,9.26
108,58,71,5.15,33.58,Loamy,0.47,26.0,57.18,2632.81,7.66,8.38,North,52,Kharif,Potato,Sprinkler,212.23,13.21,24.98
87,30,28,5.65,49.45,Loamy,1.43,22.81,82.06,616.5,6.0,2.51,East,9,Zaid,Potato,Canal,282.25,0.81,24.04
55,36,137,5.97,64.65,Clay,1.03,34.8,34.46,1590.96,9.28,13.69,South,1217,Rabi,Maize,Sprinkler,87.76,9.11,7.44
58,32,29,6.96,60.21,Sandy,0.75,37.46,51.8,364.64,6.98,8.25,South,302,Kharif,Maize,Sprinkler,158.55,9.32,8.53
33,61,65,5.64,41.04,Silt,0.62,24.6,42.47,1070.26,8.55,16.47,West,8,Zaid,Cotton,Drip,106.1,20.53,4.72
128,95,122,5.6,48.9,Silt,1.1,12.28,57.53,1987.66,10.99,5.3,West,1517,Kharif,Cotton,Sprinkler,331.71,2.49,11.5
170,44,56,5.77,41.6,Loamy,1.32,22.63,68.06,2251.02,4.03,8.88,Central,813,Rabi,Sugarcane,Canal,123.78,3.04,75.26
68,24,71,6.81,36.74,Loamy,0.87,15.44,81.18,2435.66,9.94,13.04,North,282,Rabi,Potato,Sprinkler,291.54,18.11,25.39
44,72,118,6.47,45.11,Silt,1.58,18.5,31.41,491.54,7.91,5.17,West,1147,Kharif,Rice,Rainfed,115.57,18.81,6.76
148,76,100,7.66,34.32,Silt,1.0,34.99,64.09,761.41,6.61,4.86,Central,1842,Zaid,Wheat,Drip,320.44,13.07,9.06
58,99,32,7.17,29.01,Sandy,1.57,26.06,71.39,1303.76,10.66,13.39,Central,981,Rabi,Cotton,Rainfed,86.55,8.67,3.74
104,94,120,7.07,50.28,Clay,1.55,34.86,38.09,1253.04,10.57,4.06,East,1342,Rabi,Rice,Sprinkler,146.64,14.59,10.37
145,20,147,5.33,58.6,Sandy,1.08,39.57,86.26,934.83,4.42,3.03,Central,1978,Kharif,Rice,Sprinkler,98.21,17.58,7.37
61,81,67,4.99,29.4,Sandy,1.06,26.36,34.86,2641.73,8.87,5.4,West,766,Rabi,Sugarcane,Canal,154.05,3.5,75.33
159,55,30,6.53,50.34,Silt,0.44,37.37,49.21,1634.8,8.22,14.95,West,165,Rabi,Potato,Rainfed,211.02,11.84,27.64
113,57,100,5.04,36.7,Sandy,1.51,30.5,44.31,1942.56,8.74,15.69,South,1969,Rabi,Wheat,Rainfed,341.44,18.3,11.35
51,99,24,6.04,30.1,Sandy,1.34,13.05,34.07,2174.15,10.64,2.77,East,1083,Kharif,Sugarcane,Drip,152.01,6.54,75.42
56,91,25,4.89,46.06,Sandy,0.95,22.54,72.0,1659.71,10.93,2.86,South,1221,Rabi,Rice,Canal,132.6,12.92,8.21
110,32,136,5.4,61.97,Loamy,0.7,29.77,60.68,2384.11,5.72,15.23,North,1441,Kharif,Potato,Canal,246.07,10.38,25.76
155,72,61,5.18,32.58,Clay,1.39,31.16,55.63,2762.1,6.06,17.08,South,1734,Kharif,Sugarcane,Drip,154.74,2.61,75.25
121,74,100,7.52,52.97,Clay,0.68,35.82,41.97,1279.8,9.14,9.16,North,1075,Zaid,Wheat,Sprinkler,152.57,19.89,10.24
50,41,22,5.98,30.73,Loamy,1.0,29.12,56.57,1909.21,8.92,15.43,North,1929,Zaid,Maize,Rainfed,338.48,2.34,8.61
76,82,79,5.07,55.19,Silt,0.56,12.7,84.07,1092.49,5.02,16.12,West,1595,Rabi,Potato,Sprinkler,122.96,13.66,22.05
130,36,112,5.7,53.0,Silt,1.35,14.27,51.31,472.51,10.64,7.13,West,1224,Kharif,Cotton,Canal,95.91,0.94,5.56
113,38,68,7.12,53.28,Clay,1.28,19.85,60.53,367.68,9.64,9.58,North,568,Zaid,Wheat,Drip,322.7,7.53,8.96
35,54,53,7.34,64.89,Clay,0.68,18.82,85.72,881.43,6.32,10.71,Central,1656,Kharif,Sugarcane,Canal,243.74,0.08,76.94
176,88,56,5.21,22.03,Silt,0.45,16.65,71.47,705.79,8.06,14.17,South,1817,Kharif,Cotton,Canal,246.76,23.96,6.32
160,80,61,7.45,34.44,Sandy,0.53,28.52,32.51,2105.66,9.07,8.81,East,126,Rabi,Maize,Drip,262.36,8.32,11.54
30,54,20,6.06,46.54,Clay,1.1,22.89,49.94,1458.4,10.18,9.63,Central,1201,Rabi,Sugarcane,Drip,177.35,24.4,73.91
87,20,122,7.11,44.52,Sandy,0.5,30.55,88.58,1650.25,10.92,2.27,South,1421,Rabi,Cotton,Canal,210.94,12.0,7.46
153,32,129,7.08,54.03,Clay,0.72,21.61,81.91,504.47,8.95,1.92,North,397,Rabi,Cotton,Rainfed,280.6,22.68,10.62
44,95,53,7.5,17.35,Loamy,1.39,18.22,82.96,348.52,8.1,13.57,Central,2055,Kharif,Potato,Canal,221.58,4.69,20.86
93,44,20,7.17,50.25,Clay,0.41,26.51,86.04,1387.83,10.7,9.2,Central,585,Kharif,Cotton,Sprinkler,231.76,1.15,5.96
54,35,72,4.93,51.89,Loamy,1.06,12.9,68.01,939.22,7.61,2.52,Central,1446,Zaid,Maize,Drip,334.95,4.45,12.68
53,76,41,6.57,18.06,Sandy,0.82,39.66,76.82,1854.92,5.6,5.09,West,1699,Kharif,Maize,Drip,178.45,15.12,9.65
41,24,35,5.37,41.93,Silt,0.46,29.67,69.21,1579.13,4.66,12.51,West,1269,Rabi,Maize,Sprinkler,149.4,24.11,9.45
47,27,138,8.1,27.25,Sandy,0.96,13.66,61.7,2371.06,5.11,9.58,Central,688,Rabi,Wheat,Rainfed,90.88,1.01,6.54
44,90,105,5.67,55.08,Sandy,0.97,28.67,61.19,2396.35,8.14,14.5,West,785,Zaid,Rice,Canal,87.8,16.34,10.44
56,23,61,6.23,17.48,Sandy,0.79,12.23,30.78,1642.83,8.71,7.69,East,1054,Zaid,Potato,Sprinkler,187.55,2.59,23.21
101,82,90,5.47,22.31,Loamy,0.37,25.19,43.91,2567.03,9.42,2.96,West,59,Rabi,Rice,Sprinkler,150.72,13.47,8.34
89,53,136,5.26,20.22,Clay,0.57,18.73,31.74,2632.1,6.12,5.55,West,909,Rabi,Rice,Canal,210.43,16.26,8.94
174,38,39,6.84,18.26,Silt,0.83,31.02,56.99,910.91,6.59,2.87,North,300,Rabi,Rice,Rainfed,76.19,13.98,9.1
122,48,127,6.48,45.0,Sandy,0.66,24.61,73.28,2743.74,9.58,9.17,East,1703,Kharif,Maize,Canal,257.83,13.66,13.19
82,75,149,6.07,58.43,Sandy,0.51,33.58,86.29,2764.82,5.02,9.06,North,1530,Zaid,Rice,Sprinkler,61.19,20.59,9.03
37,55,26,5.09,40.55,Sandy,0.93,16.89,30.81,462.41,10.03,2.26,West,87,Kharif,Maize,Drip,63.19,11.23,7.13
108,19,28,7.3,25.53,Loamy,0.82,29.69,59.44,305.91,5.98,4.26,South,836,Rabi,Potato,Sprinkler,88.84,1.52,20.76
56,93,46,4.82,32.19,Loamy,1.16,30.64,71.99,446.5,7.22,17.49,Central,1502,Kharif,Sugarcane,Drip,67.46,12.8,71.23
79,64,149,6.36,33.02,Loamy,1.03,24.33,70.03,1174.15,5.59,17.72,North,2118,Rabi,Maize,Canal,143.94,12.48,9.32
160,18,104,6.95,37.58,Clay,0.52,35.75,75.17,2320.13,5.01,6.82,Central,2033,Kharif,Wheat,Rainfed,308.51,20.73,11.19
122,65,79,6.26,36.03,Clay,1.19,14.4,80.71,1561.41,9.29,3.46,East,1749,Zaid,Rice,Sprinkler,103.57,23.56,8.99
53,66,131,5.23,48.56,Sandy,0.9,32.75,84.85,1040.67,9.56,4.2,West,464,Kharif,Maize,Sprinkler,300.01,22.9,10.28
89,53,105,7.45,32.0,Silt,0.45,13.96,40.82,437.51,6.28,2.38,West,894,Kharif,Sugarcane,Canal,220.95,21.54,74.54
151,22,149,5.9,48.15,Loamy,0.32,14.71,87.31,1289.61,10.31,2.45,West,927,Zaid,Cotton,Canal,97.82,10.71,6.3
160,59,102,5.26,42.34,Clay,1.11,16.04,78.35,390.41,8.75,4.28,East,127,Rabi,Sugarcane,Canal,320.19,5.06,73.27
177,42,123,6.67,17.43,Clay,1.1,29.83,83.99,731.81,7.67,9.0,North,234,Kharif,Rice,Sprinkler,209.59,4.35,10.19
75,41,107,4.87,60.98,Silt,1.37,29.17,50.59,2496.81,9.94,13.12,Central,2025,Zaid,Wheat,Canal,225.17,19.34,11.18
44,79,39,5.9,23.9,Loamy,1.29,23.38,89.91,2204.06,10.14,3.69,North,398,Rabi,Maize,Canal,218.15,23.82,11.28
46,48,145,7.35,37.58,Clay,1.44,19.43,30.73,2789.29,8.2,8.09,Central,1938,Rabi,Maize,Canal,306.84,18.96,13.34
155,95,117,7.9,62.38,Silt,0.68,28.38,82.24,2536.06,8.09,2.45,Central,731,Zaid,Cotton,Canal,293.5,19.81,11.1
113,76,70,6.81,27.37,Silt,0.84,14.33,70.74,2439.29,8.79,11.57,West,1964,Zaid,Wheat,Drip,90.26,24.11,8.51
38,76,107,5.54,16.11,Loamy,0.38,28.86,38.27,736.86,7.98,8.32,South,778,Zaid,Maize,Drip,240.06,23.39,7.81
92,52,82,5.55,39.5,Loamy,0.83,10.36,79.88,1920.81,8.05,14.59,West,449,Kharif,Maize,Drip,341.56,2.94,10.09
146,40,108,6.85,26.2,Loamy,0.59,14.33,77.6,1801.34,8.19,15.99,Central,1885,Kharif,Maize,Sprinkler,255.53,21.64,12.15
159,38,108,6.18,44.1,Sandy,1.35,31.24,62.37,2594.77,6.25,5.14,East,1627,Rabi,Cotton,Sprinkler,308.83,22.56,9.18
117,53,111,5.4,55.86,Clay,1.15,36.22,68.02,2252.55,9.28,7.82,East,1246,Kharif,Rice,Drip,121.89,2.64,8.52
101,35,95,7.48,40.56,Silt,1.32,12.27,37.64,2236.84,6.51,9.45,West,457,Rabi,Cotton,Canal,254.38,22.1,7.32
168,61,45,5.48,47.25,Sandy,1.07,29.16,57.48,1111.84,8.53,17.94,North,222,Rabi,Potato,Sprinkler,255.32,17.59,24.22
93,62,127,5.89,48.31,Loamy,1.08,11.86,32.38,611.04,9.09,16.57,Central,1678,Rabi,Cotton,Sprinkler,86.84,17.99,4.45
